Country Name,Series Name,2019values
North Macedonia,GDP per capita (constant 2015 US$),5386.20275
Northern Mariana Islands,CO2 emissions (metric tons per capita),..
Northern Mariana Islands,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",8.151978907
Northern Mariana Islands,Population density (people per sq. km of land area),108.3869565
Northern Mariana Islands,GDP per capita (constant 2015 US$),20796.03042
Norway,CO2 emissions (metric tons per capita),7.042320943
Norway,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",6.642383374
Norway,Population density (people per sq. km of land area),14.6479975
Norway,GDP per capita (constant 2015 US$),76712.28713
Oman,CO2 emissions (metric tons per capita),16.45635843
Oman,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",44.57247023
Oman,Population density (people per sq. km of land area),14.8716252
Oman,GDP per capita (constant 2015 US$),18044.27045
Pakistan,CO2 emissions (metric tons per capita),0.824459652
Pakistan,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",62.57424987
Pakistan,Population density (people per sq. km of land area),289.6602325
Pakistan,GDP per capita (constant 2015 US$),1452.851429
Palau,CO2 emissions (metric tons per capita),12.134405
Palau,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",6.873805482
Palau,Population density (people per sq. km of land area),38.94782609
Palau,GDP per capita (constant 2015 US$),15078.70895
Panama,CO2 emissions (metric tons per capita),3.095050433
Panama,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",13.20059479
Panama,Population density (people per sq. km of land area),57.05758965
Panama,GDP per capita (constant 2015 US$),15166.88091
Papua New Guinea,CO2 emissions (metric tons per capita),0.78255289
Papua New Guinea,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",16.2311858
Papua New Guinea,Population density (people per sq. km of land area),21.0716027
Papua New Guinea,GDP per capita (constant 2015 US$),2590.494236
Paraguay,CO2 emissions (metric tons per capita),1.240668873
Paraguay,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",12.51891553
Paraguay,Population density (people per sq. km of land area),16.43600805
Paraguay,GDP per capita (constant 2015 US$),6229.21196
Peru,CO2 emissions (metric tons per capita),1.735641775
Peru,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",30.82669477
Peru,Population density (people per sq. km of land area),25.64442266
Peru,GDP per capita (constant 2015 US$),6550.447518
Philippines,CO2 emissions (metric tons per capita),1.32152779
Philippines,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",18.82613108
Philippines,Population density (people per sq. km of land area),370.1941979
Philippines,GDP per capita (constant 2015 US$),3589.613641
Poland,CO2 emissions (metric tons per capita),7.768855783
Poland,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",22.6420051
Poland,Population density (people per sq. km of land area),124.0255954
Poland,GDP per capita (constant 2015 US$),15053.23936
Portugal,CO2 emissions (metric tons per capita),4.332448043
Portugal,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",8.254802244
Portugal,Population density (people per sq. km of land area),112.2885828
Portugal,GDP per capita (constant 2015 US$),21617.41162
Puerto Rico,CO2 emissions (metric tons per capita),..
Puerto Rico,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",6.85168132
Puerto Rico,Population density (people per sq. km of land area),360.0556933
Puerto Rico,GDP per capita (constant 2015 US$),30181.27248
Qatar,CO2 emissions (metric tons per capita),31.87720301
Qatar,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",76.04929303
Qatar,Population density (people per sq. km of land area),244.3198433
Qatar,GDP per capita (constant 2015 US$),59672.64155
Romania,CO2 emissions (metric tons per capita),3.817062957
Romania,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",15.67108952
Romania,Population density (people per sq. km of land area),84.19527121
Romania,GDP per capita (constant 2015 US$),11252.88655
Russian Federation,CO2 emissions (metric tons per capita),11.79719417
Russian Federation,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11.59553193
Russian Federation,Population density (people per sq. km of land area),8.817695994
Russian Federation,GDP per capita (constant 2015 US$),9958.469727
Rwanda,CO2 emissions (metric tons per capita),0.113057798
Rwanda,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",36.18491574
Rwanda,Population density (people per sq. km of land area),520.2686664
Rwanda,GDP per capita (constant 2015 US$),871.1098908
Samoa,CO2 emissions (metric tons per capita),1.315212005
Samoa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11.01483371
Samoa,Population density (people per sq. km of land area),76.22482014
Samoa,GDP per capita (constant 2015 US$),4421.294484
San Marino,CO2 emissions (metric tons per capita),..
San Marino,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",9.906728131
San Marino,Population density (people per sq. km of land area),569.6333333
San Marino,GDP per capita (constant 2015 US$),44143.04564
Sao Tome and Principe,CO2 emissions (metric tons per capita),0.653311525
Sao Tome and Principe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",31.05885758
Sao Tome and Principe,Population density (people per sq. km of land area),223.540625
Sao Tome and Principe,GDP per capita (constant 2015 US$),1676.396313
Saudi Arabia,CO2 emissions (metric tons per capita),14.70301665
Saudi Arabia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",61.50824107
Saudi Arabia,Population density (people per sq. km of land area),16.66629235
Saudi Arabia,GDP per capita (constant 2015 US$),19806.11547
Senegal,CO2 emissions (metric tons per capita),0.768574984
Senegal,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",60.21139678
Senegal,Population density (people per sq. km of land area),83.10798837
Senegal,GDP per capita (constant 2015 US$),1409.970821
Serbia,CO2 emissions (metric tons per capita),6.627579916
Serbia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",25.35417205
Serbia,Population density (people per sq. km of land area),79.41041619
Serbia,GDP per capita (constant 2015 US$),6567.908055
Seychelles,CO2 emissions (metric tons per capita),6.097823303
Seychelles,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",15.5639189
Seychelles,Population density (people per sq. km of land area),212.2282609
Seychelles,GDP per capita (constant 2015 US$),16747.34328
Sierra Leone,CO2 emissions (metric tons per capita),0.129094346
Sierra Leone,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",51.09606544
Sierra Leone,Population density (people per sq. km of land area),111.482793
Sierra Leone,GDP per capita (constant 2015 US$),634.9856157
Singapore,CO2 emissions (metric tons per capita),7.918410385
Singapore,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",18.76588248
Singapore,Population density (people per sq. km of land area),7965.878492
Singapore,GDP per capita (constant 2015 US$),61386.23615
Sint Maarten (Dutch part),CO2 emissions (metric tons per capita),..
Sint Maarten (Dutch part),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",..
Sint Maarten (Dutch part),Population density (people per sq. km of land area),1223.764706
Sint Maarten (Dutch part),GDP per capita (constant 2015 US$),28972.91164
Slovak Republic,CO2 emissions (metric tons per capita),5.6897073
Slovak Republic,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",18.36521464
Slovak Republic,Population density (people per sq. km of land area),113.4389975
Slovak Republic,GDP per capita (constant 2015 US$),18240.72093
Slovenia,CO2 emissions (metric tons per capita),6.543333724
Slovenia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",16.96940443
Slovenia,Population density (people per sq. km of land area),103.7119346
Slovenia,GDP per capita (constant 2015 US$),24125.39204
Solomon Islands,CO2 emissions (metric tons per capita),0.451560238
Solomon Islands,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",12.89495904
Solomon Islands,Population density (people per sq. km of land area),24.11550554
Solomon Islands,GDP per capita (constant 2015 US$),2203.983401
Somalia,CO2 emissions (metric tons per capita),0.041029203
Somalia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",30.36142727
Somalia,Population density (people per sq. km of land area),25.47470271
Somalia,GDP per capita (constant 2015 US$),428.4831158
South Africa,CO2 emissions (metric tons per capita),7.688907623
South Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",28.67475434
South Africa,Population density (people per sq. km of land area),47.88354945
South Africa,GDP per capita (constant 2015 US$),6189.289245
South Sudan,CO2 emissions (metric tons per capita),0.174641877
South Sudan,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",37.55277786
South Sudan,Population density (people per sq. km of land area),16.53294827
South Sudan,GDP per capita (constant 2015 US$),..
Spain,CO2 emissions (metric tons per capita),5.131798801
Spain,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",9.728788477
Spain,Population density (people per sq. km of land area),94.3508089
Spain,GDP per capita (constant 2015 US$),28087.89792
Sri Lanka,CO2 emissions (metric tons per capita),1.074526441
Sri Lanka,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",19.96439581
Sri Lanka,Population density (people per sq. km of land area),352.4316946
Sri Lanka,GDP per capita (constant 2015 US$),4458.434434
St. Kitts and Nevis,CO2 emissions (metric tons per capita),5.187374245
St. Kitts and Nevis,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",8.789142812
St. Kitts and Nevis,Population density (people per sq. km of land area),183.5076923
St. Kitts and Nevis,GDP per capita (constant 2015 US$),22137.37556
St. Lucia,CO2 emissions (metric tons per capita),2.993566017
St. Lucia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",21.22131742
St. Lucia,Population density (people per sq. km of land area),292.7590164
St. Lucia,GDP per capita (constant 2015 US$),11060.68889
St. Martin (French part),CO2 emissions (metric tons per capita),..
St. Martin (French part),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",..
St. Martin (French part),Population density (people per sq. km of land area),662.42
St. Martin (French part),GDP per capita (constant 2015 US$),..
St. Vincent and the Grenadines,CO2 emissions (metric tons per capita),2.240669437
St. Vincent and the Grenadines,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",21.12973864
St. Vincent and the Grenadines,Population density (people per sq. km of land area),269.0358974
St. Vincent and the Grenadines,GDP per capita (constant 2015 US$),8234.274462
Sudan,CO2 emissions (metric tons per capita),0.511922937
Sudan,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",54.67729786
Sudan,Population density (people per sq. km of land area),23.14351874
Sudan,GDP per capita (constant 2015 US$),1950.031616
Suriname,CO2 emissions (metric tons per capita),4.42581305
Suriname,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",21.17742119
Suriname,Population density (people per sq. km of land area),3.848083333
Suriname,GDP per capita (constant 2015 US$),8756.155154
Sweden,CO2 emissions (metric tons per capita),3.401593966
Sweden,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",5.647572855
Sweden,Population density (people per sq. km of land area),25.23766548
Sweden,GDP per capita (constant 2015 US$),53490.35182
Switzerland,CO2 emissions (metric tons per capita),4.358609865
Switzerland,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",9.902709701
Switzerland,Population density (people per sq. km of land area),217.0076296
Switzerland,GDP per capita (constant 2015 US$),87123.66044
Syrian Arab Republic,CO2 emissions (metric tons per capita),1.335459488
Syrian Arab Republic,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",30.95362503
Syrian Arab Republic,Population density (people per sq. km of land area),109.4497141
Syrian Arab Republic,GDP per capita (constant 2015 US$),781.3912174
Tajikistan,CO2 emissions (metric tons per capita),0.960233171
Tajikistan,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",38.31858602
Tajikistan,Population density (people per sq. km of land area),67.27432092
Tajikistan,GDP per capita (constant 2015 US$),1172.079123
Tanzania,CO2 emissions (metric tons per capita),0.249877327
Tanzania,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",24.74048013
Tanzania,Population density (people per sq. km of land area),67.59153195
Tanzania,GDP per capita (constant 2015 US$),1038.736328
Thailand,CO2 emissions (metric tons per capita),3.849043757
Thailand,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",27.40271356
Thailand,Population density (people per sq. km of land area),139.5755701
Thailand,GDP per capita (constant 2015 US$),6453.894143
Timor-Leste,CO2 emissions (metric tons per capita),0.482334951
Timor-Leste,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",15.65130893
Timor-Leste,Population density (people per sq. km of land area),86.10880968
Timor-Leste,GDP per capita (constant 2015 US$),1530.81108
Togo,CO2 emissions (metric tons per capita),0.296284381
Togo,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",46.21037553
Togo,Population density (people per sq. km of land area),151.5553227
Togo,GDP per capita (constant 2015 US$),837.4929276
Tonga,CO2 emissions (metric tons per capita),1.538813351
Tonga,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",10.58622123
Tonga,Population density (people per sq. km of land area),145.7652778
Tonga,GDP per capita (constant 2015 US$),4628.447252
Trinidad and Tobago,CO2 emissions (metric tons per capita),11.31303229
Trinidad and Tobago,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",21.97072547
Trinidad and Tobago,Population density (people per sq. km of land area),296.2875244
Trinidad and Tobago,GDP per capita (constant 2015 US$),15576.4346
Tunisia,CO2 emissions (metric tons per capita),2.576495226
Tunisia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",30.42981942
Tunisia,Population density (people per sq. km of land area),77.55737642
Tunisia,GDP per capita (constant 2015 US$),4094.880578
Turkiye,CO2 emissions (metric tons per capita),4.776771154
Turkiye,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",26.03180162
Turkiye,Population density (people per sq. km of land area),108.4698933
Turkiye,GDP per capita (constant 2015 US$),11935.38787
Turkmenistan,CO2 emissions (metric tons per capita),10.26753615
Turkmenistan,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",26.19766251
Turkmenistan,Population density (people per sq. km of land area),13.10497308
Turkmenistan,GDP per capita (constant 2015 US$),7422.362521
Turks and Caicos Islands,CO2 emissions (metric tons per capita),..
Turks and Caicos Islands,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",..
Turks and Caicos Islands,Population density (people per sq. km of land area),45.34736842
Turks and Caicos Islands,GDP per capita (constant 2015 US$),25438.78329
Tuvalu,CO2 emissions (metric tons per capita),0.81234027
Tuvalu,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",6.02840838
Tuvalu,Population density (people per sq. km of land area),365.2
Tuvalu,GDP per capita (constant 2015 US$),4197.239177
Uganda,CO2 emissions (metric tons per capita),0.138373162
Uganda,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",35.21822646
Uganda,Population density (people per sq. km of land area),214.1885099
Uganda,GDP per capita (constant 2015 US$),922.0231741
Ukraine,CO2 emissions (metric tons per capita),3.933652536
Ukraine,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",14.53144476
Ukraine,Population density (people per sq. km of land area),76.60718502
Ukraine,GDP per capita (constant 2015 US$),2425.63501
United Arab Emirates,CO2 emissions (metric tons per capita),20.15334483
United Arab Emirates,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",43.66702552
United Arab Emirates,Population density (people per sq. km of land area),129.7051112
United Arab Emirates,GDP per capita (constant 2015 US$),43785.41727
United Kingdom,CO2 emissions (metric tons per capita),5.175842473
United Kingdom,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",10.09284402
United Kingdom,Population density (people per sq. km of land area),276.2630802
United Kingdom,GDP per capita (constant 2015 US$),47491.59456
United States,CO2 emissions (metric tons per capita),14.67338071
United States,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",7.663692516
United States,Population density (people per sq. km of land area),35.89317567
United States,GDP per capita (constant 2015 US$),60698.0113
Uruguay,CO2 emissions (metric tons per capita),1.985381557
Uruguay,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",9.533862914
Uruguay,Population density (people per sq. km of land area),19.58866987
Uruguay,GDP per capita (constant 2015 US$),17563.20815
Uzbekistan,CO2 emissions (metric tons per capita),3.504662697
Uzbekistan,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",34.78609557
Uzbekistan,Population density (people per sq. km of land area),76.22283256
Uzbekistan,GDP per capita (constant 2015 US$),3185.334555
Vanuatu,CO2 emissions (metric tons per capita),0.548284517
Vanuatu,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",12.88296752
Vanuatu,Population density (people per sq. km of land area),24.97161608
Vanuatu,GDP per capita (constant 2015 US$),2838.988278
"Venezuela, RB",CO2 emissions (metric tons per capita),3.71059907
"Venezuela, RB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",21.74698878
"Venezuela, RB",Population density (people per sq. km of land area),32.84585114
"Venezuela, RB",GDP per capita (constant 2015 US$),..
Vietnam,CO2 emissions (metric tons per capita),3.567848369
Vietnam,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",20.3898157
Vietnam,Population density (people per sq. km of land area),305.5770717
Vietnam,GDP per capita (constant 2015 US$),3288.353073
Virgin Islands (U.S.),CO2 emissions (metric tons per capita),..
Virgin Islands (U.S.),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",8.996021018
Virgin Islands (U.S.),Population density (people per sq. km of land area),304.7685714
Virgin Islands (U.S.),GDP per capita (constant 2015 US$),36273.0951
West Bank and Gaza,CO2 emissions (metric tons per capita),..
West Bank and Gaza,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",31.30254529
West Bank and Gaza,Population density (people per sq. km of land area),778.2900332
West Bank and Gaza,GDP per capita (constant 2015 US$),3378.434621
"Yemen, Rep.",CO2 emissions (metric tons per capita),0.354864477
"Yemen, Rep.","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",44.46696713
"Yemen, Rep.",Population density (people per sq. km of land area),59.75091577
"Yemen, Rep.",GDP per capita (constant 2015 US$),1182.507094
Zambia,CO2 emissions (metric tons per capita),0.414336364
Zambia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",25.92546019
Zambia,Population density (people per sq. km of land area),24.72521422
Zambia,GDP per capita (constant 2015 US$),1310.622224
Zimbabwe,CO2 emissions (metric tons per capita),0.663338328
Zimbabwe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",20.83469969
Zimbabwe,Population density (people per sq. km of land area),39.69137392
Zimbabwe,GDP per capita (constant 2015 US$),1342.989586
